Order_ID,Order_Date,Month,Year,Category_Type,Category,Item_Name,Quantity,Unit_Price_$,Total_Amount_$,Food_Cost_$,Labour_Cost_$,Profit_$,Delivery_Partner,Payment_Mode
O00212,9/17/25,September,2025,Main Menu,Club Veg,Corn & Mayo Club,1,12.51,12.51,5,1.47,6.04,In-Store,Cash
O00213,7/8/25,July,2025,Appetizer,Burger,Aloo Tikki Burger,4,9.35,37.4,15.54,5.32,16.54,In-Store,Online
O00214,10/11/25,October,2025,Beverage,Juice,Mixed Fruit Juice,1,8.79,8.79,2.75,1.41,4.63,Zomato,UPI
O00215,9/1/25,September,2025,Beverage,Juice,Orange Juice,4,5.95,23.8,8.7,4.56,10.54,In-Store,Cash
O00216,2/13/25,February,2025,Beverage,Juice,Orange Juice,2,7.05,14.1,5.24,2.35,6.51,Zomato,Online
O00217,9/26/25,September,2025,Beverage,Juice,Watermelon Juice,1,7.66,7.66,2.61,1.18,3.87,UberEats,UPI
O00218,7/29/25,July,2025,Appetizer,French Fries,Salted Fries,1,12.73,12.73,4.77,2.03,5.93,UberEats,Cash
O00219,2/18/25,February,2025,Beverage,Hot Drinks,Hot Chocolate,1,7.85,7.85,2.76,1.06,4.03,UberEats,Card
O00220,2/11/25,February,2025,Beverage,Juice,Watermelon Juice,4,7.52,30.08,10.99,3.75,15.34,UberEats,Online
O00221,11/1/25,November,2025,Beverage,Juice,Watermelon Juice,4,8,32,14.24,3.22,14.54,In-Store,UPI
O00222,12/10/25,December,2025,Beverage,Juice,Mixed Fruit Juice,3,5.57,16.71,7.31,1.9,7.5,UberEats,Cash
O00223,6/8/25,June,2025,Main Menu,Sandwich,Paneer Tikka,3,14.46,43.38,13.58,8.49,21.31,In-Store,Card
O00224,3/12/25,March,2025,Main Menu,Veg Mania,Corn Supreme,1,16.39,16.39,6.54,2.77,7.08,Swiggy,Cash
O00225,6/22/25,June,2025,Beverage,Juice,Mixed Fruit Juice,1,5.25,5.25,2.08,0.89,2.28,Zomato,Card
O00226,12/21/25,December,2025,Beverage,Juice,Mixed Fruit Juice,4,7.35,29.4,11.93,5.66,11.81,Swiggy,Online
O00227,12/13/25,December,2025,Beverage,Juice,Mixed Fruit Juice,2,6.84,13.68,4.75,1.53,7.4,UberEats,Online
O00228,10/1/25,October,2025,Main Menu,Club Veg,Corn & Mayo Club,4,11.93,47.72,21.27,9.28,17.17,Zomato,UPI
O00229,10/20/25,October,2025,Appetizer,Macaroni,Veg Loaded Mac,3,12.9,38.7,14.25,5.89,18.56,In-Store,Online
O00230,4/13/25,April,2025,Beverage,Juice,Watermelon Juice,4,7.25,29,9.7,3.25,16.05,Swiggy,Online
O00231,10/11/25,October,2025,Main Menu,Veg Mania,Corn Supreme,4,16.96,67.84,24.84,9.53,33.47,Swiggy,Card
O00232,8/19/25,August,2025,Beverage,Juice,Mixed Fruit Juice,4,8.02,32.08,13.43,4.23,14.42,Swiggy,Card
O00233,6/28/25,June,2025,Main Menu,Pizza,Margherita,2,18.86,37.72,16.28,5.35,16.09,In-Store,UPI
O00234,7/17/25,July,2025,Main Menu,Club Veg,Veggie Club Special,3,19.9,59.7,25.74,9.13,24.83,Swiggy,UPI
O00235,11/29/25,November,2025,Appetizer,Burger,Veg Cheese Burger,3,12.39,37.17,11.2,3.91,22.06,Swiggy,UPI
O00236,12/23/25,December,2025,Main Menu,Pizza,Veggie Paradise,4,10.38,41.52,16.36,7.78,17.38,Swiggy,Cash
O00237,5/12/25,May,2025,Main Menu,Sandwich,Classic Veg,1,17.68,17.68,6.2,2.69,8.79,Swiggy,UPI
O00238,6/4/25,June,2025,Main Menu,Veg Mania,Mushroom Magic,1,10.03,10.03,3.54,1.29,5.2,In-Store,Online
O00239,2/26/25,February,2025,Appetizer,French Fries,Salted Fries,1,7.87,7.87,2.69,1.5,3.68,Zomato,Card
O00240,8/8/25,August,2025,Main Menu,Club Veg,Veggie Club Special,1,11.09,11.09,4.46,1.35,5.28,In-Store,Card
O00241,12/9/25,December,2025,Main Menu,Club Veg,Triple Cheese Club,3,17.86,53.58,20.8,10.62,22.16,Swiggy,Online
O00242,1/23/25,January,2025,Beverage,Hot Drinks,Hot Chocolate,2,7,14,5.49,1.63,6.88,UberEats,Cash
O00243,2/4/25,February,2025,Appetizer,Burger,Aloo Tikki Burger,4,7.85,31.4,13.37,3.86,14.17,UberEats,Card
O00244,6/30/25,June,2025,Beverage,Hot Drinks,Cappuccino,3,4.6,13.8,4.51,1.68,7.61,In-Store,Online
O00245,4/4/25,April,2025,Main Menu,Veg Mania,Veg Overload,2,17.8,35.6,14.96,5.8,14.84,Swiggy,UPI
O00246,1/23/25,January,2025,Main Menu,Veg Mania,Corn Supreme,4,15.18,60.72,27.28,7.13,26.31,UberEats,Online
O00247,8/31/25,August,2025,Appetizer,Burger,Veg Cheese Burger,2,12.07,24.14,10.85,4.58,8.71,UberEats,UPI
O00248,12/2/25,December,2025,Appetizer,Macaroni,Classic Mac,1,10.98,10.98,4.18,1.75,5.05,UberEats,Online
O00249,8/14/25,August,2025,Appetizer,Macaroni,Cheese Mac,1,6.73,6.73,2.41,0.86,3.46,In-Store,Online
O00250,9/23/25,September,2025,Appetizer,Burger,Spicy Bean Burger,2,6.36,12.72,5.46,2.3,4.96,Swiggy,Online
O00251,4/3/25,April,2025,Beverage,Hot Drinks,Hot Chocolate,3,6.75,20.25,6.93,2.54,10.78,Swiggy,Cash
O00252,12/5/25,December,2025,Appetizer,Macaroni,Spicy Mac,4,11.57,46.28,17.33,5,23.95,In-Store,Card
O00253,8/16/25,August,2025,Appetizer,Macaroni,Classic Mac,1,11.47,11.47,5.15,1.22,5.1,UberEats,Online
O00254,11/24/25,November,2025,Main Menu,Veg Mania,Veg Overload,3,15.16,45.48,19.27,6.13,20.08,UberEats,Card
O00255,3/15/25,March,2025,Beverage,Hot Drinks,Espresso,1,6.83,6.83,2.8,1.04,2.99,Zomato,Cash
O00256,11/27/25,November,2025,Appetizer,Macaroni,Spicy Mac,3,7.96,23.88,10.27,4.08,9.53,Swiggy,Card
O00257,8/19/25,August,2025,Appetizer,Macaroni,Spicy Mac,2,11.58,23.16,7.32,3.93,11.91,Swiggy,Card
O00258,7/7/25,July,2025,Appetizer,Macaroni,Veg Loaded Mac,1,13.05,13.05,5.62,1.34,6.09,Zomato,Cash
O00259,4/6/25,April,2025,Appetizer,French Fries,Loaded Fries,3,7.03,21.09,7.05,4.03,10.01,Swiggy,UPI
O00260,12/27/25,December,2025,Appetizer,Burger,Paneer Burger,1,10.45,10.45,3.93,1.05,5.47,In-Store,Card
O00261,3/11/25,March,2025,Main Menu,Pizza,Farmhouse,1,16.17,16.17,6.21,1.8,8.16,In-Store,Cash
O00262,6/13/25,June,2025,Beverage,Hot Drinks,Espresso,1,4.05,4.05,1.69,0.45,1.91,UberEats,UPI
O00263,12/31/25,December,2025,Beverage,Juice,Watermelon Juice,4,6.71,26.84,11.43,3.74,11.67,Zomato,Cash
O00264,3/13/25,March,2025,Main Menu,Pizza,Margherita,2,17.54,35.08,15.46,5.92,13.7,UberEats,UPI
O00265,10/10/25,October,2025,Main Menu,Veg Mania,Paneer Delight,1,13.01,13.01,5.41,2.22,5.38,UberEats,Online
O00266,9/3/25,September,2025,Beverage,Hot Drinks,Green Tea,4,4.29,17.16,5.27,3.21,8.68,Swiggy,Card
O00267,11/25/25,November,2025,Main Menu,Pizza,Veggie Paradise,4,19.69,78.76,31.28,12.56,34.92,UberEats,Card
O00268,11/24/25,November,2025,Beverage,Juice,Mango Juice,1,4.33,4.33,1.51,0.64,2.18,In-Store,Cash
O00269,9/23/25,September,2025,Main Menu,Club Veg,Veggie Club Special,2,16.83,33.66,10.9,4.94,17.82,Zomato,UPI
O00270,4/26/25,April,2025,Appetizer,French Fries,Cheese Fries,1,6.82,6.82,2.21,1.22,3.39,Swiggy,UPI
O00271,11/22/25,November,2025,Beverage,Hot Drinks,Cappuccino,2,5.1,10.2,4.24,1.25,4.71,UberEats,Cash
O00272,11/25/25,November,2025,Main Menu,Sandwich,Cheese Chilli,2,18.68,37.36,12.05,5.35,19.96,UberEats,Cash
O00273,2/11/25,February,2025,Main Menu,Club Veg,Veggie Club Special,3,14.2,42.6,18.94,7.5,16.16,In-Store,Cash
O00274,11/18/25,November,2025,Beverage,Hot Drinks,Hot Chocolate,2,5.56,11.12,4.83,1.37,4.92,In-Store,Card
O00275,7/27/25,July,2025,Appetizer,Macaroni,Classic Mac,1,6.25,6.25,2.55,0.98,2.72,Swiggy,Card
O00276,8/1/25,August,2025,Appetizer,Macaroni,Cheese Mac,4,10.35,41.4,13.57,7.74,20.09,UberEats,Card
O00277,6/13/25,June,2025,Beverage,Hot Drinks,Green Tea,2,7.85,15.7,5.96,1.6,8.14,Zomato,UPI
O00278,10/15/25,October,2025,Main Menu,Club Veg,Veggie Club Special,4,12.94,51.76,22.68,8.37,20.71,In-Store,Cash
O00279,8/19/25,August,2025,Main Menu,Sandwich,Grilled Veg,2,14.82,29.64,11.55,4.76,13.33,Swiggy,UPI
O00280,11/12/25,November,2025,Appetizer,Burger,Veg Cheese Burger,4,10.47,41.88,15.65,4.46,21.77,UberEats,UPI
O00281,3/23/25,March,2025,Appetizer,French Fries,Loaded Fries,4,8.15,32.6,11.9,6.47,14.23,In-Store,UPI
O00282,1/12/25,January,2025,Main Menu,Pizza,Veggie Paradise,2,14.65,29.3,10.52,4.34,14.44,Zomato,Card
O00283,6/30/25,June,2025,Main Menu,Veg Mania,Corn Supreme,1,12.92,12.92,5.34,2.52,5.06,In-Store,Online
O00284,10/2/25,October,2025,Main Menu,Veg Mania,Veg Overload,3,17.24,51.72,16.33,6.42,28.97,Zomato,UPI
O00285,7/7/25,July,2025,Appetizer,Macaroni,Classic Mac,4,7.14,28.56,10.63,3.46,14.47,In-Store,Cash
O00286,10/15/25,October,2025,Main Menu,Club Veg,Spicy Club,2,17.76,35.52,12.4,5.39,17.73,Swiggy,Online
O00287,8/19/25,August,2025,Beverage,Hot Drinks,Espresso,1,5.75,5.75,2.44,0.78,2.53,Zomato,Cash
O00288,7/11/25,July,2025,Appetizer,French Fries,Cheese Fries,2,13.82,27.64,11.15,4.98,11.51,Zomato,Card
O00289,9/18/25,September,2025,Appetizer,French Fries,Salted Fries,1,7.34,7.34,3.25,0.83,3.26,Swiggy,Cash
O00290,6/20/25,June,2025,Appetizer,French Fries,Loaded Fries,1,10.76,10.76,3.31,1.66,5.79,Zomato,Card
O00291,11/10/25,November,2025,Appetizer,Burger,Spicy Bean Burger,2,12.97,25.94,10.22,4.63,11.09,UberEats,UPI
O00292,9/18/25,September,2025,Beverage,Hot Drinks,Hot Chocolate,3,6.42,19.26,8.36,2.98,7.92,In-Store,Cash
O00293,6/19/25,June,2025,Beverage,Juice,Mixed Fruit Juice,3,6.26,18.78,5.75,2.19,10.84,UberEats,Cash
O00294,8/31/25,August,2025,Appetizer,French Fries,Peri Peri Fries,4,11.8,47.2,15.91,5.47,25.82,Swiggy,Online
O00295,9/26/25,September,2025,Beverage,Hot Drinks,Cappuccino,3,5.1,15.3,5.67,2.67,6.96,Zomato,Cash
O00296,12/25/25,December,2025,Main Menu,Sandwich,Grilled Veg,4,14.34,57.36,21.49,8.92,26.95,In-Store,UPI
O00297,3/19/25,March,2025,Appetizer,French Fries,Peri Peri Fries,4,7.83,31.32,11.94,4.68,14.7,In-Store,Online
O00298,2/1/25,February,2025,Beverage,Juice,Mango Juice,1,6.02,6.02,1.87,0.62,3.53,UberEats,Online
O00299,7/12/25,July,2025,Appetizer,Burger,Spicy Bean Burger,2,9.7,19.4,8.62,2.75,8.03,UberEats,UPI
O00300,12/15/25,December,2025,Beverage,Hot Drinks,Green Tea,4,7.14,28.56,10.16,5.68,12.72,Zomato,Card
O00301,10/13/25,October,2025,Appetizer,Burger,Paneer Burger,4,12.94,51.76,20.09,5.33,26.34,UberEats,Card
O00302,12/27/25,December,2025,Appetizer,Macaroni,Spicy Mac,3,10.85,32.55,14.16,4.63,13.76,UberEats,UPI
O00303,3/4/25,March,2025,Beverage,Hot Drinks,Green Tea,2,6.96,13.92,4.93,1.93,7.06,UberEats,Card
O00304,1/22/25,January,2025,Appetizer,French Fries,Salted Fries,1,12.69,12.69,4.06,2.18,6.45,UberEats,Online
O00305,5/12/25,May,2025,Beverage,Hot Drinks,Cappuccino,4,4.9,19.6,6.98,2.96,9.66,Zomato,UPI
O00306,12/23/25,December,2025,Appetizer,Burger,Aloo Tikki Burger,1,6.55,6.55,2.21,1.23,3.11,Zomato,Card
O00307,12/9/25,December,2025,Beverage,Juice,Mango Juice,1,6.57,6.57,2.62,0.72,3.23,Swiggy,Cash
O00308,6/19/25,June,2025,Beverage,Hot Drinks,Espresso,4,5.56,22.24,7.53,3.68,11.03,Zomato,Cash
O00309,3/22/25,March,2025,Appetizer,French Fries,Loaded Fries,4,12.19,48.76,17.53,6.03,25.2,In-Store,Card
O00310,6/14/25,June,2025,Appetizer,French Fries,Salted Fries,2,13.07,26.14,8.51,3.97,13.66,Swiggy,Card
O00311,1/20/25,January,2025,Main Menu,Pizza,Farmhouse,1,18.29,18.29,6.72,2.9,8.67,Swiggy,Online
O00312,4/6/25,April,2025,Beverage,Hot Drinks,Espresso,2,5.26,10.52,3.42,1.09,6.01,Swiggy,UPI
O00313,11/5/25,November,2025,Main Menu,Club Veg,Spicy Club,1,16.64,16.64,6.94,2.84,6.86,In-Store,Online
O00314,9/16/25,September,2025,Appetizer,Macaroni,Cheese Mac,2,12.91,25.82,8.54,2.87,14.41,Swiggy,UPI
O00315,8/23/25,August,2025,Beverage,Hot Drinks,Cappuccino,3,4.29,12.87,4.31,1.35,7.21,Swiggy,UPI
O00316,10/18/25,October,2025,Beverage,Juice,Mango Juice,1,5.12,5.12,2.25,0.67,2.2,In-Store,Online
O00317,6/17/25,June,2025,Main Menu,Pizza,Margherita,2,10.42,20.84,7.49,3.08,10.27,Zomato,Card
O00318,6/15/25,June,2025,Main Menu,Veg Mania,Corn Supreme,1,10.17,10.17,4.03,1.9,4.24,In-Store,Card
O00319,5/17/25,May,2025,Appetizer,Macaroni,Classic Mac,2,10.12,20.24,7.11,3.1,10.03,UberEats,UPI
O00320,5/1/25,May,2025,Main Menu,Veg Mania,Veg Overload,4,11.33,45.32,18.39,5.45,21.48,UberEats,Card
O00321,12/18/25,December,2025,Beverage,Hot Drinks,Espresso,1,8.85,8.85,3.63,1.02,4.2,UberEats,UPI
O00322,4/24/25,April,2025,Main Menu,Sandwich,Classic Veg,3,19.63,58.89,23.79,10.82,24.28,Zomato,Online
O00323,11/7/25,November,2025,Appetizer,Macaroni,Spicy Mac,2,11.47,22.94,7.72,4.2,11.02,Zomato,Card
O00324,11/2/25,November,2025,Main Menu,Pizza,Peppy Paneer,3,17.69,53.07,23.33,8.97,20.77,Swiggy,Cash
O00325,10/8/25,October,2025,Beverage,Juice,Mango Juice,4,5.08,20.32,8.62,3.39,8.31,Zomato,UPI
O00326,8/15/25,August,2025,Main Menu,Sandwich,Classic Veg,2,13.49,26.98,12.14,2.83,12.01,Swiggy,Online
O00327,8/21/25,August,2025,Main Menu,Pizza,Veggie Paradise,4,14.07,56.28,23.24,6.14,26.9,Swiggy,Online
O00328,6/7/25,June,2025,Beverage,Juice,Mixed Fruit Juice,2,4.55,9.1,3.28,1.21,4.61,UberEats,Cash
O00329,4/22/25,April,2025,Beverage,Juice,Orange Juice,2,8.04,16.08,6.94,2.12,7.02,In-Store,UPI
O00330,2/2/25,February,2025,Beverage,Juice,Orange Juice,2,5.88,11.76,4.49,1.18,6.09,In-Store,Cash
O00331,7/29/25,July,2025,Main Menu,Sandwich,Classic Veg,3,13.66,40.98,15.76,5.66,19.56,UberEats,Online
O00332,7/13/25,July,2025,Appetizer,Burger,Veg Cheese Burger,4,10.77,43.08,15.34,5.29,22.45,UberEats,Cash
O00333,10/3/25,October,2025,Appetizer,French Fries,Peri Peri Fries,2,10.83,21.66,8.59,3.81,9.26,Zomato,Cash
O00334,6/2/25,June,2025,Appetizer,French Fries,Loaded Fries,4,10.34,41.36,15.63,6.12,19.61,In-Store,Card
O00335,8/24/25,August,2025,Appetizer,Burger,Paneer Burger,4,8.73,34.92,11.26,5.33,18.33,Zomato,Cash
O00336,12/5/25,December,2025,Appetizer,French Fries,Salted Fries,3,9.81,29.43,12.21,5.34,11.88,Zomato,Card
O00337,2/21/25,February,2025,Beverage,Juice,Mixed Fruit Juice,1,8.78,8.78,3.72,1.26,3.8,Swiggy,Card
O00338,1/23/25,January,2025,Appetizer,Macaroni,Cheese Mac,3,6.57,19.71,6.63,3.8,9.28,Zomato,Cash
O00339,9/15/25,September,2025,Appetizer,Burger,Paneer Burger,2,13.48,26.96,8.87,3.14,14.95,UberEats,Card
O00340,3/15/25,March,2025,Beverage,Juice,Mixed Fruit Juice,2,6.62,13.24,4.58,2.39,6.27,UberEats,UPI
O00341,10/13/25,October,2025,Beverage,Juice,Mixed Fruit Juice,4,5.56,22.24,9.07,3.11,10.06,In-Store,Cash
O00342,11/26/25,November,2025,Beverage,Hot Drinks,Hot Chocolate,2,8.12,16.24,5.31,2.73,8.2,In-Store,Online
O00343,6/3/25,June,2025,Appetizer,Burger,Spicy Bean Burger,3,10.2,30.6,10.54,5.49,14.57,Zomato,Card
O00344,12/29/25,December,2025,Main Menu,Pizza,Margherita,4,19.18,76.72,28.58,13.86,34.28,In-Store,Online
O00345,9/29/25,September,2025,Main Menu,Pizza,Farmhouse,2,10.43,20.86,6.61,2.09,12.16,UberEats,Card
O00346,11/28/25,November,2025,Main Menu,Pizza,Peppy Paneer,4,15.15,60.6,20.25,7.34,33.01,Swiggy,Card
O00347,5/18/25,May,2025,Appetizer,French Fries,Salted Fries,1,9.29,9.29,4.05,1.64,3.6,Swiggy,Card
O00348,12/10/25,December,2025,Beverage,Juice,Mixed Fruit Juice,4,5.28,21.12,7.21,3.85,10.06,Zomato,UPI
O00349,1/8/25,January,2025,Main Menu,Sandwich,Grilled Veg,2,16.68,33.36,13.84,3.84,15.68,In-Store,Card
O00350,11/6/25,November,2025,Beverage,Juice,Mixed Fruit Juice,1,4.76,4.76,1.95,0.89,1.92,Zomato,UPI
O00351,7/14/25,July,2025,Appetizer,French Fries,Cheese Fries,4,6.77,27.08,9.39,3.33,14.36,UberEats,UPI
O00352,9/20/25,September,2025,Appetizer,Macaroni,Classic Mac,1,11.1,11.1,3.98,1.77,5.35,In-Store,UPI
O00353,7/9/25,July,2025,Appetizer,Macaroni,Classic Mac,3,13.9,41.7,16.24,6.99,18.47,Zomato,Card
O00354,5/14/25,May,2025,Beverage,Hot Drinks,Hot Chocolate,1,6.23,6.23,2.52,1.24,2.47,Zomato,Card
O00355,4/28/25,April,2025,Appetizer,French Fries,Peri Peri Fries,2,6.83,13.66,4.79,2.6,6.27,In-Store,UPI
O00356,9/8/25,September,2025,Beverage,Hot Drinks,Green Tea,1,5.32,5.32,2.31,0.63,2.38,Zomato,UPI
O00357,3/13/25,March,2025,Beverage,Hot Drinks,Cappuccino,1,5.13,5.13,2.01,0.74,2.38,Swiggy,Cash
O00358,12/9/25,December,2025,Main Menu,Veg Mania,Veg Overload,4,16.7,66.8,22.38,10.29,34.13,Zomato,Card
O00359,12/29/25,December,2025,Main Menu,Veg Mania,Mushroom Magic,2,16.51,33.02,11.05,4.81,17.16,In-Store,UPI
O00360,11/13/25,November,2025,Beverage,Hot Drinks,Green Tea,4,4.26,17.04,6.8,2.65,7.59,Swiggy,Cash
O00361,10/10/25,October,2025,Appetizer,Burger,Aloo Tikki Burger,4,9.72,38.88,15.05,4.23,19.6,UberEats,UPI
O00362,9/15/25,September,2025,Beverage,Hot Drinks,Cappuccino,3,7.17,21.51,7.1,3.3,11.11,Swiggy,Cash
O00363,3/18/25,March,2025,Main Menu,Sandwich,Paneer Tikka,4,14.5,58,17.41,7.54,33.05,UberEats,UPI
O00364,2/10/25,February,2025,Appetizer,Macaroni,Spicy Mac,2,9.8,19.6,6.57,2.74,10.29,Zomato,Card
O00365,12/17/25,December,2025,Main Menu,Veg Mania,Paneer Delight,4,19.92,79.68,33.09,9.91,36.68,In-Store,Online
O00366,10/10/25,October,2025,Appetizer,Burger,Aloo Tikki Burger,2,6.74,13.48,4.22,2.37,6.89,Zomato,Cash
O00367,8/11/25,August,2025,Beverage,Hot Drinks,Espresso,2,8.13,16.26,5.27,1.73,9.26,Swiggy,Card
O00368,12/21/25,December,2025,Beverage,Hot Drinks,Hot Chocolate,1,5.14,5.14,1.82,0.56,2.76,Swiggy,Cash
O00369,5/24/25,May,2025,Beverage,Juice,Mango Juice,3,6.77,20.31,8.61,2.6,9.1,UberEats,Cash
O00370,10/28/25,October,2025,Main Menu,Pizza,Margherita,2,18.73,37.46,16.4,5.61,15.45,UberEats,Card
O00371,5/4/25,May,2025,Beverage,Hot Drinks,Hot Chocolate,2,8.26,16.52,6.2,2.31,8.01,In-Store,Card
O00372,2/10/25,February,2025,Beverage,Hot Drinks,Espresso,2,7.14,14.28,6.16,2.67,5.45,Swiggy,Online
O00373,2/8/25,February,2025,Appetizer,French Fries,Loaded Fries,4,12.32,49.28,20.84,6.52,21.92,UberEats,Cash
O00374,5/20/25,May,2025,Appetizer,Macaroni,Cheese Mac,3,7.23,21.69,7.63,4.29,9.77,UberEats,Online
O00375,4/6/25,April,2025,Beverage,Hot Drinks,Espresso,1,8.11,8.11,3.02,1.07,4.02,UberEats,Card
O00376,2/7/25,February,2025,Main Menu,Club Veg,Veggie Club Special,4,11.39,45.56,18.89,5.35,21.32,In-Store,Card
O00377,7/19/25,July,2025,Appetizer,Macaroni,Classic Mac,1,9.19,9.19,3.68,1.03,4.48,Swiggy,Cash
O00378,8/16/25,August,2025,Appetizer,Macaroni,Classic Mac,3,10.05,30.15,13.4,4.67,12.08,Zomato,Cash
O00379,8/9/25,August,2025,Appetizer,French Fries,Loaded Fries,1,9.46,9.46,4.17,1.77,3.52,Swiggy,Cash
O00380,7/1/25,July,2025,Beverage,Juice,Watermelon Juice,4,8.26,33.04,10.98,5.35,16.71,In-Store,Cash
O00381,7/31/25,July,2025,Appetizer,Burger,Veg Cheese Burger,3,7.22,21.66,8.33,2.58,10.75,Zomato,Online
O00382,3/13/25,March,2025,Appetizer,Macaroni,Veg Loaded Mac,2,9.88,19.76,6.1,3.35,10.31,In-Store,Card
O00383,3/27/25,March,2025,Appetizer,Macaroni,Spicy Mac,3,7.91,23.73,7.38,4.23,12.12,UberEats,Online
O00384,7/4/25,July,2025,Appetizer,Burger,Spicy Bean Burger,4,7.42,29.68,9.18,4.48,16.02,Zomato,Online
O00385,3/11/25,March,2025,Appetizer,Burger,Spicy Bean Burger,3,12.51,37.53,12.5,4.41,20.62,UberEats,Online
O00386,8/14/25,August,2025,Appetizer,Macaroni,Cheese Mac,2,12.78,25.56,8.17,4.82,12.57,UberEats,UPI
O00387,12/22/25,December,2025,Main Menu,Pizza,Peppy Paneer,3,11.95,35.85,13.58,5.31,16.96,Zomato,Online
O00388,5/30/25,May,2025,Beverage,Hot Drinks,Cappuccino,1,5.94,5.94,1.79,0.84,3.31,UberEats,Online
O00389,7/21/25,July,2025,Appetizer,Burger,Veg Cheese Burger,3,6.15,18.45,7.15,3.1,8.2,Zomato,Cash
O00390,8/25/25,August,2025,Beverage,Juice,Mixed Fruit Juice,1,7.09,7.09,2.14,0.88,4.07,UberEats,Cash
O00391,12/11/25,December,2025,Appetizer,Burger,Paneer Burger,1,12.41,12.41,3.8,1.7,6.91,Zomato,UPI
O00392,3/20/25,March,2025,Beverage,Hot Drinks,Green Tea,1,7.23,7.23,3.08,0.79,3.36,Swiggy,Online
O00393,9/3/25,September,2025,Beverage,Hot Drinks,Green Tea,4,4.75,19,6.39,3.14,9.47,Swiggy,UPI
O00394,10/2/25,October,2025,Beverage,Juice,Orange Juice,1,7.07,7.07,2.61,1.26,3.2,Zomato,UPI
O00395,11/28/25,November,2025,Beverage,Juice,Mixed Fruit Juice,1,8.78,8.78,3.5,1.71,3.57,UberEats,Online
O00396,1/6/25,January,2025,Main Menu,Club Veg,Veggie Club Special,1,10.76,10.76,4.59,1.12,5.05,Zomato,Online
O00397,7/20/25,July,2025,Appetizer,French Fries,Peri Peri Fries,3,9.69,29.07,10.88,4.03,14.16,UberEats,Cash
O00398,2/23/25,February,2025,Appetizer,Macaroni,Classic Mac,1,7.82,7.82,2.42,1.19,4.21,Swiggy,Card
O00399,6/9/25,June,2025,Appetizer,Macaroni,Cheese Mac,1,11.9,11.9,4.36,1.25,6.29,In-Store,UPI
O00400,2/19/25,February,2025,Appetizer,French Fries,Loaded Fries,1,11.97,11.97,3.72,1.28,6.97,UberEats,Cash
O00401,1/23/25,January,2025,Beverage,Juice,Orange Juice,1,8.78,8.78,3.14,1.28,4.36,UberEats,Cash
O00402,3/26/25,March,2025,Beverage,Juice,Mango Juice,3,8.85,26.55,10.6,3.15,12.8,Zomato,UPI
O00403,8/7/25,August,2025,Appetizer,Burger,Spicy Bean Burger,2,6.79,13.58,5.77,1.45,6.36,Zomato,Card
O00404,12/3/25,December,2025,Appetizer,Macaroni,Classic Mac,4,6.66,26.64,11.86,3.45,11.33,Zomato,Online
O00405,8/8/25,August,2025,Appetizer,Burger,Veg Cheese Burger,2,11,22,8.8,2.22,10.98,Zomato,UPI
O00406,2/2/25,February,2025,Beverage,Juice,Mango Juice,1,5.3,5.3,2.1,0.81,2.39,UberEats,UPI
O00407,8/23/25,August,2025,Main Menu,Club Veg,Corn & Mayo Club,1,19.68,19.68,6.27,2.9,10.51,UberEats,Online
O00408,7/20/25,July,2025,Beverage,Juice,Watermelon Juice,4,6.43,25.72,10.6,4.66,10.46,UberEats,Online
O00409,3/30/25,March,2025,Beverage,Hot Drinks,Espresso,3,4.64,13.92,4.41,2.23,7.28,Zomato,UPI
O00410,5/3/25,May,2025,Appetizer,Burger,Veg Cheese Burger,2,9.01,18.02,6.59,2.91,8.52,UberEats,Card
O00411,7/18/25,July,2025,Appetizer,French Fries,Peri Peri Fries,1,7.93,7.93,3.18,1.19,3.56,In-Store,Online
O00412,9/7/25,September,2025,Beverage,Juice,Mango Juice,2,8.96,17.92,7.57,3.34,7.01,In-Store,UPI
O00413,4/6/25,April,2025,Appetizer,Macaroni,Classic Mac,2,13.35,26.7,10.56,3.26,12.88,UberEats,Cash
O00414,3/11/25,March,2025,Main Menu,Pizza,Veggie Paradise,2,17.48,34.96,14.56,5.79,14.61,In-Store,Online
O00415,12/30/25,December,2025,Appetizer,Macaroni,Cheese Mac,3,10.36,31.08,10.58,4.78,15.72,Swiggy,Cash
O00416,5/30/25,May,2025,Main Menu,Club Veg,Veggie Club Special,1,11.08,11.08,4.53,2.01,4.54,UberEats,Card
O00417,10/17/25,October,2025,Beverage,Hot Drinks,Espresso,4,6.53,26.12,9.18,3.69,13.25,Swiggy,UPI
O00418,7/7/25,July,2025,Beverage,Juice,Mixed Fruit Juice,3,7.72,23.16,7.98,3.62,11.56,Zomato,Online
O00419,12/1/25,December,2025,Main Menu,Club Veg,Triple Cheese Club,3,18.73,56.19,24.25,8.06,23.88,In-Store,UPI
O00420,2/14/25,February,2025,Appetizer,Burger,Veg Cheese Burger,4,10.46,41.84,14.1,7.22,20.52,Zomato,UPI
O00421,11/9/25,November,2025,Beverage,Hot Drinks,Cappuccino,4,4.5,18,7.78,2.98,7.24,Zomato,Card
O00422,1/31/25,January,2025,Beverage,Hot Drinks,Hot Chocolate,2,7.71,15.42,6.05,1.83,7.54,Zomato,UPI
O00423,5/30/25,May,2025,Appetizer,French Fries,Cheese Fries,4,12.27,49.08,18.58,9.07,21.43,Swiggy,Card
